16.36327286,54.49819184,86.58275884,11.24953593
41.91685694,54.82954964,18.15310292,30.9852142
71.28764715,77.75870726,22.51338638,88.4678017
98.86749343,50.35260339,38.95759157,9.918388829
2.435823895,54.81102125,10.58503707,47.05884112
81.19465457,17.73309374,96.7486698,73.84046377
54.37494576,36.22898442,40.34784817,76.02614512
35.14783263,66.23716349,80.35043172,0.805154371
22.05603569,8.097007623,6.763453158,62.22073571
34.04991766,67.53443158,24.91083278,68.32793236
50.90317878,46.39634404,17.77832978,49.19717591
57.81850485,80.62100272,85.58813161,95.95953511
8.264919934,25.20520459,99.38802724,63.65381533
75.4128275,10.89497523,64.20181795,9.577995951
32.45458009,2.493568961,73.74267789,9.731551517
67.57664574,40.81811188,66.31562099,50.3181639
9.789119282,12.84517014,35.47058254,72.9293834
77.56780204,41.58475569,45.30408274,69.60870748
16.28862681,76.23576998,49.08600681,61.60156587
54.3005076,32.39275488,54.64707855,30.65271601
96.54406681,57.19278505,62.58836039,95.91844956
18.34787302,37.50080828,46.06967405,89.535728
59.61075611,82.91805285,81.46431552,39.09423868
81.53882503,38.62309289,43.1130433,4.219210754
88.4167848,26.16482337,67.84840042,39.75907315
63.96688069,87.31522257,62.13702392,87.70727323
7.357568659,1.211795818,88.34207276,94.9190836
52.32250985,98.30592286,89.69428983,95.6529739
70.80236914,5.37763408,28.87753643,49.66815481
21.26438837,19.97914141,81.88909467,37.32001466
